sample_id,label,defect_type,category,n_sensor_rows,duration_s,n_images,const_sensor_cols,issues
12-04-22-0088-02,1,burnthrough,burnthrough_weld_6_12-04-22_butt_joint,320,35.42,5,[],[]
12-04-22-0089-02,1,burnthrough,burnthrough_weld_6_12-04-22_butt_joint,319,35.23,5,[],[]
12-04-22-0101-02,1,burnthrough,burnthrough_weld_7_12-04-22_butt_joint,318,35.11,5,[],[]
12-04-22-0102-02,1,burnthrough,burnthrough_weld_7_12-04-22_butt_joint,318,35.23,5,[],[]
12-04-22-0103-02,1,burnthrough,burnthrough_weld_7_12-04-22_butt_joint,318,35.24,5,[],[]
12-04-22-0104-02,1,burnthrough,burnthrough_weld_7_12-04-22_butt_joint,318,35.26,5,[],[]
12-04-22-0105-02,1,burnthrough,burnthrough_weld_7_12-04-22_butt_joint,318,35.21,5,[],[]
12-04-22-0106-02,1,burnthrough,burnthrough_weld_7_12-04-22_butt_joint,318,35.28,5,[],[]
12-04-22-0107-02,1,burnthrough,burnthrough_weld_7_12-04-22_butt_joint,326,36.1,5,[],[]
12-04-22-0108-02,1,burnthrough,burnthrough_weld_7_12-04-22_butt_joint,320,35.31,5,[],[]
12-04-22-0109-02,1,burnthrough,burnthrough_weld_7_12-04-22_butt_joint,316,35.11,5,[],[]
12-04-22-0121-02,1,burnthrough,burnthrough_weld_8_12-04-22_butt_joint,318,35.38,5,[],[]
12-04-22-0122-02,1,burnthrough,burnthrough_weld_8_12-04-22_butt_joint,319,35.25,5,[],[]
12-04-22-0123-02,1,burnthrough,burnthrough_weld_8_12-04-22_butt_joint,318,35.31,5,[],[]
12-04-22-0124-02,1,burnthrough,burnthrough_weld_8_12-04-22_butt_joint,322,35.51,5,[],[]
12-04-22-0125-02,1,burnthrough,burnthrough_weld_8_12-04-22_butt_joint,319,35.19,5,[],[]
12-04-22-0126-02,1,burnthrough,burnthrough_weld_8_12-04-22_butt_joint,319,35.36,5,[],[]
12-04-22-0127-02,1,burnthrough,burnthrough_weld_8_12-04-22_butt_joint,318,35.12,5,[],[]
12-04-22-0128-02,1,burnthrough,burnthrough_weld_8_12-04-22_butt_joint,319,35.38,5,[],[]
12-04-22-0129-02,1,burnthrough,burnthrough_weld_8_12-04-22_butt_joint,320,35.44,5,[],[]
12-04-22-0130-02,1,burnthrough,burnthrough_weld_8_12-04-22_butt_joint,319,35.39,5,[],[]
12-04-22-0141-02,1,burnthrough,burnthrough_weld_9_12-04-22_butt_joint,318,35.1,5,[],[]
12-04-22-0142-02,1,burnthrough,burnthrough_weld_9_12-04-22_butt_joint,319,35.36,5,[],[]
12-04-22-0143-02,1,burnthrough,burnthrough_weld_9_12-04-22_butt_joint,318,35.38,5,[],[]
12-04-22-0144-02,1,burnthrough,burnthrough_weld_9_12-04-22_butt_joint,316,35.12,5,[],[]
12-04-22-0145-02,1,burnthrough,burnthrough_weld_9_12-04-22_butt_joint,320,35.36,5,[],[]
12-04-22-0146-02,1,burnthrough,burnthrough_weld_9_12-04-22_butt_joint,320,35.32,5,[],[]
12-04-22-0147-02,1,burnthrough,burnthrough_weld_9_12-04-22_butt_joint,318,35.23,5,[],[]
12-04-22-0148-02,1,burnthrough,burnthrough_weld_9_12-04-22_butt_joint,318,35.2,5,[],[]
03-20-23-0001-11,1,crater_cracks,crater_cracks_1_03-20-23_Fe410,303,33.6,5,[],[]
03-20-23-0002-11,1,crater_cracks,crater_cracks_1_03-20-23_Fe410,299,33.37,5,[],[]
03-20-23-0003-11,1,crater_cracks,crater_cracks_1_03-20-23_Fe410,344,38.21,5,[],[]
03-20-23-0004-11,1,crater_cracks,crater_cracks_1_03-20-23_Fe410,344,38.05,5,[],[]
03-20-23-0005-11,1,crater_cracks,crater_cracks_1_03-20-23_Fe410,343,38.33,5,[],[]
03-20-23-0006-11,1,crater_cracks,crater_cracks_1_03-20-23_Fe410,344,38.21,5,[],[]
03-20-23-0008-11,1,crater_cracks,crater_cracks_1_03-20-23_Fe410,333,36.96,5,[],[]
03-20-23-0009-11,1,crater_cracks,crater_cracks_1_03-20-23_Fe410,332,36.89,5,[],[]
03-20-23-0010-11,1,crater_cracks,crater_cracks_1_03-20-23_Fe410,329,36.77,5,[],[]
03-21-23-0001-11,1,crater_cracks,crater_cracks_1_03-21-23_BSK46,323,35.47,5,[],[]
03-21-23-0002-11,1,crater_cracks,crater_cracks_1_03-21-23_BSK46,321,35.67,5,[],[]
03-21-23-0003-11,1,crater_cracks,crater_cracks_1_03-21-23_BSK46,320,35.59,5,[],[]
03-21-23-0004-11,1,crater_cracks,crater_cracks_1_03-21-23_BSK46,320,35.6,5,[],[]
03-21-23-0005-11,1,crater_cracks,crater_cracks_1_03-21-23_BSK46,321,35.56,5,[],[]
03-21-23-0006-11,1,crater_cracks,crater_cracks_1_03-21-23_BSK46,320,35.49,5,[],[]
03-21-23-0007-11,1,crater_cracks,crater_cracks_1_03-21-23_BSK46,320,35.52,5,[],[]
03-21-23-0008-11,1,crater_cracks,crater_cracks_1_03-21-23_BSK46,322,35.56,5,[],[]
03-21-23-0009-11,1,crater_cracks,crater_cracks_1_03-21-23_BSK46,321,35.48,5,[],[]
03-21-23-0010-11,1,crater_cracks,crater_cracks_1_03-21-23_BSK46,322,35.62,5,[],[]
03-20-23-0021-11,1,crater_cracks,crater_cracks_2_03-20-23_Fe410,332,36.87,5,[],[]
03-20-23-0022-11,1,crater_cracks,crater_cracks_2_03-20-23_Fe410,330,36.77,5,[],[]
03-20-23-0023-11,1,crater_cracks,crater_cracks_2_03-20-23_Fe410,327,36.57,5,[],[]
03-20-23-0024-11,1,crater_cracks,crater_cracks_2_03-20-23_Fe410,329,36.62,5,[],[]
03-20-23-0025-11,1,crater_cracks,crater_cracks_2_03-20-23_Fe410,328,36.7,5,[],[]
03-20-23-0026-11,1,crater_cracks,crater_cracks_2_03-20-23_Fe410,326,36.52,5,[],[]
03-20-23-0027-11,1,crater_cracks,crater_cracks_2_03-20-23_Fe410,330,36.71,5,[],[]
03-20-23-0028-11,1,crater_cracks,crater_cracks_2_03-20-23_Fe410,329,36.59,5,[],[]
03-20-23-0041-11,1,crater_cracks,crater_cracks_3_03-20-23_Fe410,320,35.47,5,[],[]
03-20-23-0042-11,1,crater_cracks,crater_cracks_3_03-20-23_Fe410,320,35.46,5,[],[]
03-20-23-0043-11,1,crater_cracks,crater_cracks_3_03-20-23_Fe410,320,35.5,5,[],[]
03-20-23-0044-11,1,crater_cracks,crater_cracks_3_03-20-23_Fe410,319,35.63,5,[],[]
03-20-23-0045-11,1,crater_cracks,crater_cracks_3_03-20-23_Fe410,317,35.28,5,[],[]
03-20-23-0046-11,1,crater_cracks,crater_cracks_3_03-20-23_Fe410,319,35.49,5,[],[]
03-20-23-0048-11,1,crater_cracks,crater_cracks_3_03-20-23_Fe410,320,35.37,5,[],[]
03-20-23-0049-11,1,crater_cracks,crater_cracks_3_03-20-23_Fe410,318,35.38,5,[],[]
03-20-23-0050-11,1,crater_cracks,crater_cracks_3_03-20-23_Fe410,318,35.31,5,[],[]
03-20-23-0061-11,1,crater_cracks,crater_cracks_4_03-20-23_Fe410,317,35.32,5,[],[]
03-20-23-0062-11,1,crater_cracks,crater_cracks_4_03-20-23_Fe410,317,35.33,5,[],[]
03-20-23-0063-11,1,crater_cracks,crater_cracks_4_03-20-23_Fe410,317,35.31,5,[],[]
03-20-23-0064-11,1,crater_cracks,crater_cracks_4_03-20-23_Fe410,316,35.23,5,[],[]
03-20-23-0065-11,1,crater_cracks,crater_cracks_4_03-20-23_Fe410,317,35.15,5,[],[]
03-20-23-0066-11,1,crater_cracks,crater_cracks_4_03-20-23_Fe410,319,35.3,5,[],[]
03-20-23-0067-11,1,crater_cracks,crater_cracks_4_03-20-23_Fe410,319,35.34,5,[],[]
03-20-23-0068-11,1,crater_cracks,crater_cracks_4_03-20-23_Fe410,316,35.16,5,[],[]
03-20-23-0069-11,1,crater_cracks,crater_cracks_4_03-20-23_Fe410,315,35.07,5,[],[]
03-20-23-0070-11,1,crater_cracks,crater_cracks_4_03-20-23_Fe410,318,35.26,5,[],[]
03-20-23-0081-11,1,crater_cracks,crater_cracks_5_03-20-23_Fe410,315,35.14,5,[],[]
03-20-23-0082-11,1,crater_cracks,crater_cracks_5_03-20-23_Fe410,320,35.37,5,[],[]
03-20-23-0083-11,1,crater_cracks,crater_cracks_5_03-20-23_Fe410,316,35.27,5,[],[]
03-20-23-0084-11,1,crater_cracks,crater_cracks_5_03-20-23_Fe410,319,35.33,5,[],[]
03-20-23-0085-11,1,crater_cracks,crater_cracks_5_03-20-23_Fe410,316,35.24,5,[],[]
03-20-23-0086-11,1,crater_cracks,crater_cracks_5_03-20-23_Fe410,318,35.35,5,[],[]
03-20-23-0087-11,1,crater_cracks,crater_cracks_5_03-20-23_Fe410,317,35.27,5,[],[]
03-20-23-0088-11,1,crater_cracks,crater_cracks_5_03-20-23_Fe410,319,35.26,5,[],[]
03-20-23-0089-11,1,crater_cracks,crater_cracks_5_03-20-23_Fe410,316,35.26,5,[],[]
03-20-23-0090-11,1,crater_cracks,crater_cracks_5_03-20-23_Fe410,318,35.43,5,[],[]
03-20-23-0101-11,1,crater_cracks,crater_cracks_6_03-20-23_Fe410,317,35.35,5,[],[]
03-20-23-0102-11,1,crater_cracks,crater_cracks_6_03-20-23_Fe410,310,35.1,5,[],[]
03-20-23-0103-11,1,crater_cracks,crater_cracks_6_03-20-23_Fe410,315,35.17,5,[],[]
03-20-23-0104-11,1,crater_cracks,crater_cracks_6_03-20-23_Fe410,317,35.33,5,[],[]
03-20-23-0105-11,1,crater_cracks,crater_cracks_6_03-20-23_Fe410,317,35.4,5,[],[]
03-20-23-0106-11,1,crater_cracks,crater_cracks_6_03-20-23_Fe410,319,35.53,5,[],[]
03-20-23-0107-11,1,crater_cracks,crater_cracks_6_03-20-23_Fe410,321,35.69,5,[],[]
03-20-23-0108-11,1,crater_cracks,crater_cracks_6_03-20-23_Fe410,318,35.49,5,[],[]
03-20-23-0109-11,1,crater_cracks,crater_cracks_6_03-20-23_Fe410,321,35.5,5,[],[]
03-20-23-0110-11,1,crater_cracks,crater_cracks_6_03-20-23_Fe410,323,35.88,5,[],[]
03-20-23-0122-11,1,crater_cracks,crater_cracks_7_03-20-23_Fe410,322,35.63,5,[],[]
03-20-23-0123-11,1,crater_cracks,crater_cracks_7_03-20-23_Fe410,324,35.71,5,[],[]
03-20-23-0124-11,1,crater_cracks,crater_cracks_7_03-20-23_Fe410,322,35.59,5,[],[]
03-20-23-0125-11,1,crater_cracks,crater_cracks_7_03-20-23_Fe410,322,35.6,5,[],[]
03-20-23-0126-11,1,crater_cracks,crater_cracks_7_03-20-23_Fe410,319,35.42,5,[],[]
03-20-23-0127-11,1,crater_cracks,crater_cracks_7_03-20-23_Fe410,321,35.61,5,[],[]
03-20-23-0128-11,1,crater_cracks,crater_cracks_7_03-20-23_Fe410,322,35.64,5,[],[]
03-20-23-0129-11,1,crater_cracks,crater_cracks_7_03-20-23_Fe410,321,35.56,5,[],[]
03-20-23-0130-11,1,crater_cracks,crater_cracks_7_03-20-23_Fe410,322,35.63,5,[],[]
03-04-23-0001-08,1,excessive_convexity,excessive_convexity_1_03-04-23_Fe410,358,40.22,5,[],[]
03-04-23-0002-08,1,excessive_convexity,excessive_convexity_1_03-04-23_Fe410,354,39.44,5,[],[]
03-04-23-0003-08,1,excessive_convexity,excessive_convexity_1_03-04-23_Fe410,358,39.57,5,[],[]
03-04-23-0004-08,1,excessive_convexity,excessive_convexity_1_03-04-23_Fe410,360,39.65,5,[],[]
03-04-23-0005-08,1,excessive_convexity,excessive_convexity_1_03-04-23_Fe410,359,39.73,5,[],[]
03-04-23-0006-08,1,excessive_convexity,excessive_convexity_1_03-04-23_Fe410,357,39.71,5,[],[]
03-04-23-0007-08,1,excessive_convexity,excessive_convexity_1_03-04-23_Fe410,359,39.62,5,[],[]
03-04-23-0008-08,1,excessive_convexity,excessive_convexity_1_03-04-23_Fe410,359,39.77,5,[],[]
03-04-23-0009-08,1,excessive_convexity,excessive_convexity_1_03-04-23_Fe410,359,39.71,5,[],[]
03-04-23-0010-08,1,excessive_convexity,excessive_convexity_1_03-04-23_Fe410,359,39.76,5,[],[]
03-19-23-0001-08,1,excessive_convexity,excessive_convexity_1_03-19-23_BSK46,300,33.15,5,[],[]
03-19-23-0002-08,1,excessive_convexity,excessive_convexity_1_03-19-23_BSK46,303,33.42,5,[],[]
03-19-23-0003-08,1,excessive_convexity,excessive_convexity_1_03-19-23_BSK46,299,33.36,5,[],[]
03-19-23-0004-08,1,excessive_convexity,excessive_convexity_1_03-19-23_BSK46,301,33.47,5,[],[]
03-19-23-0005-08,1,excessive_convexity,excessive_convexity_1_03-19-23_BSK46,302,33.42,5,[],[]
03-19-23-0006-08,1,excessive_convexity,excessive_convexity_1_03-19-23_BSK46,303,33.27,5,[],[]
03-19-23-0007-08,1,excessive_convexity,excessive_convexity_1_03-19-23_BSK46,304,33.51,5,[],[]
03-19-23-0008-08,1,excessive_convexity,excessive_convexity_1_03-19-23_BSK46,304,33.59,5,[],[]
03-19-23-0009-08,1,excessive_convexity,excessive_convexity_1_03-19-23_BSK46,303,33.41,5,[],[]
03-19-23-0010-08,1,excessive_convexity,excessive_convexity_1_03-19-23_BSK46,303,33.51,5,[],[]
03-04-23-0021-08,1,excessive_convexity,excessive_convexity_2_03-04-23_Fe410,358,39.79,5,[],[]
03-04-23-0022-08,1,excessive_convexity,excessive_convexity_2_03-04-23_Fe410,356,39.38,5,[],[]
03-04-23-0023-08,1,excessive_convexity,excessive_convexity_2_03-04-23_Fe410,359,39.63,5,[],[]
03-04-23-0024-08,1,excessive_convexity,excessive_convexity_2_03-04-23_Fe410,358,39.57,5,[],[]
03-04-23-0025-08,1,excessive_convexity,excessive_convexity_2_03-04-23_Fe410,357,39.63,5,[],[]
03-04-23-0026-08,1,excessive_convexity,excessive_convexity_2_03-04-23_Fe410,359,39.8,5,[],[]
03-04-23-0027-08,1,excessive_convexity,excessive_convexity_2_03-04-23_Fe410,359,39.67,5,[],[]
03-04-23-0028-08,1,excessive_convexity,excessive_convexity_2_03-04-23_Fe410,356,39.59,5,[],[]
03-04-23-0029-08,1,excessive_convexity,excessive_convexity_2_03-04-23_Fe410,359,39.58,5,[],[]
03-04-23-0030-08,1,excessive_convexity,excessive_convexity_2_03-04-23_Fe410,359,39.54,5,[],[]
03-04-23-0041-08,1,excessive_convexity,excessive_convexity_3_03-04-23_Fe410,359,39.69,5,[],[]
03-04-23-0042-08,1,excessive_convexity,excessive_convexity_3_03-04-23_Fe410,357,39.54,5,[],[]
03-04-23-0043-08,1,excessive_convexity,excessive_convexity_3_03-04-23_Fe410,357,39.63,5,[],[]
03-04-23-0044-08,1,excessive_convexity,excessive_convexity_3_03-04-23_Fe410,358,39.59,5,[],[]
03-04-23-0045-08,1,excessive_convexity,excessive_convexity_3_03-04-23_Fe410,357,39.48,5,[],[]
03-04-23-0046-08,1,excessive_convexity,excessive_convexity_3_03-04-23_Fe410,358,39.66,5,[],[]
03-04-23-0047-08,1,excessive_convexity,excessive_convexity_3_03-04-23_Fe410,359,39.81,5,[],[]
03-04-23-0048-08,1,excessive_convexity,excessive_convexity_3_03-04-23_Fe410,358,39.55,5,[],[]
03-04-23-0049-08,1,excessive_convexity,excessive_convexity_3_03-04-23_Fe410,357,39.45,5,[],[]
03-04-23-0050-08,1,excessive_convexity,excessive_convexity_3_03-04-23_Fe410,360,39.71,5,[],[]
03-06-23-0061-08,1,excessive_convexity,excessive_convexity_4_03-06-23_Fe410,358,39.62,5,[],[]
03-06-23-0062-08,1,excessive_convexity,excessive_convexity_4_03-06-23_Fe410,358,39.65,5,[],[]
03-06-23-0063-08,1,excessive_convexity,excessive_convexity_4_03-06-23_Fe410,358,39.65,5,[],[]
03-06-23-0064-08,1,excessive_convexity,excessive_convexity_4_03-06-23_Fe410,358,39.53,5,[],[]
03-06-23-0065-08,1,excessive_convexity,excessive_convexity_4_03-06-23_Fe410,360,39.72,5,[],[]
03-06-23-0066-08,1,excessive_convexity,excessive_convexity_4_03-06-23_Fe410,356,39.4,5,[],[]
03-06-23-0067-08,1,excessive_convexity,excessive_convexity_4_03-06-23_Fe410,357,39.56,5,[],[]
03-06-23-0068-08,1,excessive_convexity,excessive_convexity_4_03-06-23_Fe410,360,39.69,5,[],[]
03-06-23-0069-08,1,excessive_convexity,excessive_convexity_4_03-06-23_Fe410,356,39.53,5,[],[]
03-06-23-0070-08,1,excessive_convexity,excessive_convexity_4_03-06-23_Fe410,358,39.57,5,[],[]
03-06-23-0081-08,1,excessive_convexity,excessive_convexity_5_03-06-23_Fe410,356,39.47,5,[],[]
03-06-23-0082-08,1,excessive_convexity,excessive_convexity_5_03-06-23_Fe410,357,39.55,5,[],[]
03-06-23-0083-08,1,excessive_convexity,excessive_convexity_5_03-06-23_Fe410,357,39.51,5,[],[]
03-06-23-0084-08,1,excessive_convexity,excessive_convexity_5_03-06-23_Fe410,356,39.52,5,[],[]
03-06-23-0085-08,1,excessive_convexity,excessive_convexity_5_03-06-23_Fe410,360,39.7,5,[],[]
03-06-23-0086-08,1,excessive_convexity,excessive_convexity_5_03-06-23_Fe410,359,39.7,5,[],[]
03-06-23-0087-08,1,excessive_convexity,excessive_convexity_5_03-06-23_Fe410,358,39.57,5,[],[]
03-06-23-0088-08,1,excessive_convexity,excessive_convexity_5_03-06-23_Fe410,359,39.6,5,[],[]
03-06-23-0089-08,1,excessive_convexity,excessive_convexity_5_03-06-23_Fe410,359,39.63,5,[],[]
03-06-23-0090-08,1,excessive_convexity,excessive_convexity_5_03-06-23_Fe410,357,39.62,5,[],[]
03-06-23-0101-08,1,excessive_convexity,excessive_convexity_6_03-06-23_Fe410,357,39.56,5,[],[]
03-06-23-0102-08,1,excessive_convexity,excessive_convexity_6_03-06-23_Fe410,356,39.6,5,[],[]
03-06-23-0103-08,1,excessive_convexity,excessive_convexity_6_03-06-23_Fe410,352,39.47,5,[],[]
03-06-23-0104-08,1,excessive_convexity,excessive_convexity_6_03-06-23_Fe410,356,39.47,5,[],[]
03-06-23-0105-08,1,excessive_convexity,excessive_convexity_6_03-06-23_Fe410,357,39.58,5,[],[]
03-06-23-0106-08,1,excessive_convexity,excessive_convexity_6_03-06-23_Fe410,357,39.57,5,[],[]
03-06-23-0107-08,1,excessive_convexity,excessive_convexity_6_03-06-23_Fe410,358,39.47,5,[],[]
03-06-23-0108-08,1,excessive_convexity,excessive_convexity_6_03-06-23_Fe410,358,39.43,5,[],[]
03-06-23-0109-08,1,excessive_convexity,excessive_convexity_6_03-06-23_Fe410,355,39.32,5,[],[]
03-06-23-0110-08,1,excessive_convexity,excessive_convexity_6_03-06-23_Fe410,357,39.48,5,[],[]
03-06-23-0121-08,1,excessive_convexity,excessive_convexity_7_03-06-23_Fe410,357,39.48,5,[],[]
03-06-23-0122-08,1,excessive_convexity,excessive_convexity_7_03-06-23_Fe410,358,39.7,5,[],[]
03-06-23-0123-08,1,excessive_convexity,excessive_convexity_7_03-06-23_Fe410,358,39.44,5,[],[]
03-06-23-0124-08,1,excessive_convexity,excessive_convexity_7_03-06-23_Fe410,358,39.53,5,[],[]
03-06-23-0125-08,1,excessive_convexity,excessive_convexity_7_03-06-23_Fe410,357,39.6,5,[],[]
03-06-23-0126-08,1,excessive_convexity,excessive_convexity_7_03-06-23_Fe410,357,39.59,5,[],[]
03-06-23-0127-08,1,excessive_convexity,excessive_convexity_7_03-06-23_Fe410,359,39.67,5,[],[]
03-06-23-0128-08,1,excessive_convexity,excessive_convexity_7_03-06-23_Fe410,359,39.66,5,[],[]
03-06-23-0129-08,1,excessive_convexity,excessive_convexity_7_03-06-23_Fe410,357,39.54,5,[],[]
03-06-23-0130-08,1,excessive_convexity,excessive_convexity_7_03-06-23_Fe410,357,39.56,5,[],[]
02-19-23-0001-01,1,excessive_penetration,excessive_penetration_1_02-19-23_Fe410,386,42.7,5,[],[]
02-19-23-0002-01,1,excessive_penetration,excessive_penetration_1_02-19-23_Fe410,384,42.71,5,[],[]
02-19-23-0003-01,1,excessive_penetration,excessive_penetration_1_02-19-23_Fe410,386,42.75,5,[],[]
02-19-23-0004-01,1,excessive_penetration,excessive_penetration_1_02-19-23_Fe410,388,43.15,5,[],[]
02-19-23-0005-01,1,excessive_penetration,excessive_penetration_1_02-19-23_Fe410,388,42.77,5,[],[]
02-19-23-0006-01,1,excessive_penetration,excessive_penetration_1_02-19-23_Fe410,385,42.78,5,[],[]
02-19-23-0007-01,1,excessive_penetration,excessive_penetration_1_02-19-23_Fe410,388,43.02,5,[],[]
02-19-23-0008-01,1,excessive_penetration,excessive_penetration_1_02-19-23_Fe410,387,43.03,5,[],[]
02-19-23-0009-01,1,excessive_penetration,excessive_penetration_1_02-19-23_Fe410,386,42.97,5,[],[]
02-19-23-0010-01,1,excessive_penetration,excessive_penetration_1_02-19-23_Fe410,388,43.06,5,[],[]
03-19-23-0001-01,1,excessive_penetration,excessive_penetration_1_03-19-23_BSK46,298,33.33,5,[],[]
03-19-23-0002-01,1,excessive_penetration,excessive_penetration_1_03-19-23_BSK46,301,33.31,5,[],[]
03-19-23-0003-01,1,excessive_penetration,excessive_penetration_1_03-19-23_BSK46,301,33.39,5,[],[]
03-19-23-0004-01,1,excessive_penetration,excessive_penetration_1_03-19-23_BSK46,300,33.34,5,[],[]
03-19-23-0005-01,1,excessive_penetration,excessive_penetration_1_03-19-23_BSK46,300,33.38,5,[],[]
03-19-23-0006-01,1,excessive_penetration,excessive_penetration_1_03-19-23_BSK46,302,33.41,5,[],[]
03-19-23-0007-01,1,excessive_penetration,excessive_penetration_1_03-19-23_BSK46,303,33.42,5,[],[]
03-19-23-0008-01,1,excessive_penetration,excessive_penetration_1_03-19-23_BSK46,304,33.51,5,[],[]
03-19-23-0009-01,1,excessive_penetration,excessive_penetration_1_03-19-23_BSK46,300,33.38,5,[],[]
03-19-23-0010-01,1,excessive_penetration,excessive_penetration_1_03-19-23_BSK46,301,33.51,5,[],[]
02-19-23-0021-01,1,excessive_penetration,excessive_penetration_2_02-19-23_Fe410,381,42.44,5,[],[]
02-19-23-0022-01,1,excessive_penetration,excessive_penetration_2_02-19-23_Fe410,380,42.17,5,[],[]
02-19-23-0023-01,1,excessive_penetration,excessive_penetration_2_02-19-23_Fe410,384,42.63,5,[],[]
02-19-23-0024-01,1,excessive_penetration,excessive_penetration_2_02-19-23_Fe410,383,42.46,5,[],[]
02-19-23-0025-01,1,excessive_penetration,excessive_penetration_2_02-19-23_Fe410,381,42.18,5,[],[]
02-19-23-0026-01,1,excessive_penetration,excessive_penetration_2_02-19-23_Fe410,383,42.49,5,[],[]
02-19-23-0027-01,1,excessive_penetration,excessive_penetration_2_02-19-23_Fe410,381,42.25,5,[],[]
02-19-23-0028-01,1,excessive_penetration,excessive_penetration_2_02-19-23_Fe410,383,42.47,5,[],[]
02-19-23-0029-01,1,excessive_penetration,excessive_penetration_2_02-19-23_Fe410,382,42.43,5,[],[]
02-19-23-0030-01,1,excessive_penetration,excessive_penetration_2_02-19-23_Fe410,382,42.43,5,[],[]
02-19-23-0041-01,1,excessive_penetration,excessive_penetration_3_02-19-23_Fe410,385,42.45,5,[],[]
02-19-23-0042-01,1,excessive_penetration,excessive_penetration_3_02-19-23_Fe410,383,42.41,5,[],[]
02-19-23-0043-01,1,excessive_penetration,excessive_penetration_3_02-19-23_Fe410,383,42.53,5,[],[]
02-19-23-0044-01,1,excessive_penetration,excessive_penetration_3_02-19-23_Fe410,384,42.64,5,[],[]
02-19-23-0045-01,1,excessive_penetration,excessive_penetration_3_02-19-23_Fe410,379,42.19,5,[],[]
02-19-23-0046-01,1,excessive_penetration,excessive_penetration_3_02-19-23_Fe410,384,42.5,5,[],[]
02-19-23-0047-01,1,excessive_penetration,excessive_penetration_3_02-19-23_Fe410,384,42.6,5,[],[]
02-19-23-0048-01,1,excessive_penetration,excessive_penetration_3_02-19-23_Fe410,384,42.5,5,[],[]
02-19-23-0049-01,1,excessive_penetration,excessive_penetration_3_02-19-23_Fe410,384,42.7,5,[],[]
02-19-23-0050-01,1,excessive_penetration,excessive_penetration_3_02-19-23_Fe410,386,42.72,5,[],[]
02-23-23-0061-01,1,excessive_penetration,excessive_penetration_4_02-23-23_Fe410,377,41.54,5,[],[]
02-23-23-0062-01,1,excessive_penetration,excessive_penetration_4_02-23-23_Fe410,374,41.4,5,[],[]
02-23-23-0063-01,1,excessive_penetration,excessive_penetration_4_02-23-23_Fe410,378,41.73,5,[],[]
02-23-23-0064-01,1,excessive_penetration,excessive_penetration_4_02-23-23_Fe410,376,41.65,5,[],[]
02-23-23-0065-01,1,excessive_penetration,excessive_penetration_4_02-23-23_Fe410,376,41.49,5,[],[]
02-23-23-0066-01,1,excessive_penetration,excessive_penetration_4_02-23-23_Fe410,373,41.52,5,[],[]
02-23-23-0067-01,1,excessive_penetration,excessive_penetration_4_02-23-23_Fe410,375,41.4,5,[],[]
02-23-23-0068-01,1,excessive_penetration,excessive_penetration_4_02-23-23_Fe410,378,41.71,5,[],[]
02-23-23-0069-01,1,excessive_penetration,excessive_penetration_4_02-23-23_Fe410,378,41.88,5,[],[]
02-23-23-0070-01,1,excessive_penetration,excessive_penetration_4_02-23-23_Fe410,378,41.86,5,[],[]
02-23-23-0081-01,1,excessive_penetration,excessive_penetration_5_02-23-23_Fe410,378,41.73,5,[],[]
02-23-23-0082-01,1,excessive_penetration,excessive_penetration_5_02-23-23_Fe410,377,41.61,5,[],[]
02-23-23-0083-01,1,excessive_penetration,excessive_penetration_5_02-23-23_Fe410,378,41.82,5,[],[]
02-23-23-0084-01,1,excessive_penetration,excessive_penetration_5_02-23-23_Fe410,377,41.73,5,[],[]
02-23-23-0085-01,1,excessive_penetration,excessive_penetration_5_02-23-23_Fe410,377,41.77,5,[],[]
02-23-23-0086-01,1,excessive_penetration,excessive_penetration_5_02-23-23_Fe410,378,41.71,5,[],[]
02-23-23-0087-01,1,excessive_penetration,excessive_penetration_5_02-23-23_Fe410,378,41.83,5,[],[]
02-23-23-0088-01,1,excessive_penetration,excessive_penetration_5_02-23-23_Fe410,376,41.71,5,[],[]
02-23-23-0089-01,1,excessive_penetration,excessive_penetration_5_02-23-23_Fe410,378,41.73,5,[],[]
02-23-23-0090-01,1,excessive_penetration,excessive_penetration_5_02-23-23_Fe410,376,41.85,5,[],[]
02-23-23-0101-01,1,excessive_penetration,excessive_penetration_6_02-23-23_Fe410,379,41.83,5,[],[]
02-23-23-0102-01,1,excessive_penetration,excessive_penetration_6_02-23-23_Fe410,376,41.69,5,[],[]
02-23-23-0103-01,1,excessive_penetration,excessive_penetration_6_02-23-23_Fe410,370,41.27,5,[],[]
02-23-23-0104-01,1,excessive_penetration,excessive_penetration_6_02-23-23_Fe410,373,41.46,5,[],[]
02-23-23-0105-01,1,excessive_penetration,excessive_penetration_6_02-23-23_Fe410,377,41.8,5,[],[]
02-23-23-0106-01,1,excessive_penetration,excessive_penetration_6_02-23-23_Fe410,378,41.77,5,[],[]
02-23-23-0107-01,1,excessive_penetration,excessive_penetration_6_02-23-23_Fe410,379,41.89,5,[],[]
02-23-23-0108-01,1,excessive_penetration,excessive_penetration_6_02-23-23_Fe410,378,41.84,5,[],[]
02-23-23-0109-01,1,excessive_penetration,excessive_penetration_6_02-23-23_Fe410,379,41.91,5,[],[]
02-23-23-0110-01,1,excessive_penetration,excessive_penetration_6_02-23-23_Fe410,376,41.69,5,[],[]
02-23-23-0121-01,1,excessive_penetration,excessive_penetration_7_02-23-23_Fe410,374,41.67,5,[],[]
02-23-23-0122-01,1,excessive_penetration,excessive_penetration_7_02-23-23_Fe410,378,41.95,5,[],[]
